NAME,A,Period,Eccentricity,OM,PLANETDISCMETH,Mass,Gravity,R,Rstar
KOI 3065.01,0.0171,0.896384959,0,,,0.003744218,,0.093674887,0.843
KOI 3147.01,0.2201,39.4419839,0,,,0.004554309,,0.099027737,0.83
KOI 289.01,0.1813,26.62946276,0,,,0.026917392,,0.262289683,1.357
KOI 289.02,0.9045,296.637865,0,,,0.161421507,,0.640557797,1.357
KOI 344.01,0.2186,39.30941904,0,,,0.041320721,,0.319386757,1.051
KOI 345.01,0.1694,29.88485741,0,,,0.024094157,,0.247123273,0.749
KOI 346.01,0.0986,12.92491623,0,,,0.021894005,,0.233741146,0.806
KOI 2984.01,0.0977,11.4554284,0,,,0.003377463,,0.090998461,1.2
KOI 2989.01,0.0633,6.3312784,0,,,0.012093321,,0.132036983,0.758
KOI 3066.01,0.1556,24.2204586,0,,,0.019104771,,0.214114027,0.78
KOI 3068.01,0.0442,3.91679363,0,,,0.002719077,,0.085645611,0.689
KOI 3069.01,0.2421,43.1032912,0,,,0.01454473,,0.172183363,1.097
KOI 348.01,0.1801,28.51120525,0,,,0.242550079,,0.7324484,1.741
KOI 349.01,0.1189,14.3868109,0,,,0.023785671,,0.245338989,1.146
KOI 350.01,0.1088,12.99063496,0,,,0.016570274,,0.192702624,1.082
KOI 2990.01,0.0975,11.20066445,0,,,0.009364182,,0.122223424,0.898
KOI 42.01,0.1436,17.83368211,0,,,0.019939791,,0.220359019,1.361
KOI 281.01,0.1371,19.55659418,0,,,0.020693606,,0.22571187,1.406
KOI 2992.01,0.3088,82.6604944,0,,,0.035150792,,0.297975354,0.55
KOI 2994.01,0.0301,2.03387914,0,,,0.001031583,,0.06512635,0.804
KOI 3071.01,0.1586,23.955378,0,,,0.021894005,,0.233741146,1.781
KOI 3072.01,0.1499,24.3366659,0,,,0.022313539,,0.236417571,0.806
KOI 3073.01,0.073,7.40986806,0,,,0.007058564,,0.112409864,0.83
KOI 294.01,0.2038,34.43587975,0,,,0.014956266,,0.176644072,0.963
KOI 296.01,0.1836,28.86235584,0,,,0.016861507,,0.195379049,1.04
KOI 353.01,0.6113,152.1059397,0,,,0.427471794,,0.856456107,1.377
KOI 353.02,0.2101,30.6529373,0,,,0.018874641,,0.212329743,1.377
KOI 2995.01,0.0642,5.19492202,0,,,0.017362327,,0.199839758,1.241
KOI 2996.01,0.114,15.9314739,0,,,0.014225792,,0.168614796,0.741
KOI 2998.01,0.1772,28.2274184,0,,,0.029530812,,0.274779668,0.842
KOI 3075.01,0.0522,4.76559135,0,,,0.002427819,,0.082969185,1.125
KOI 297.01,0.0642,5.65179605,0,,,0.012363026,,0.132929125,1.267
KOI 298.01,0.1443,19.96371318,0,,,0.013174204,,0.156124811,1
KOI 298.02,0.2918,57.3839668,0,,,0.012681493,,0.149879819,1
KOI 354.01,0.1272,15.95994513,0,,,0.017362327,,0.199839758,0.965
KOI 354.02,0.0761,7.37862283,0,,,0.003872052,,0.094567028,0.965
KOI 355.01,0.0601,4.903321551,0,,,0.015558127,,0.182889065,1.108
KOI 356.01,0.0276,1.827082299,0,,,0.148387226,,0.551343619,1.769
KOI 3002.01,0.0994,11.62905828,0,,,0.003872052,,0.094567028,1.095
KOI 282.01,0.1745,27.50867519,0,,,0.025376996,,0.254260407,1.127
KOI 3004.01,0.1494,20.0711504,0,,,0.016570274,,0.192702624,1.122
KOI 3083.01,0.0929,10.18316272,0,,,0.000804986,,0.060665641,0.938
KOI 3083.02,0.067,6.23219191,0,,,0.000491918,,0.052636365,0.938
KOI 3083.03,0.081,8.2942479,0,,,0.000362723,,0.048175656,0.938
KOI 521.01,0.0918,10.16103226,0,,,0.067207228,,0.394326666,1.06
KOI 522.01,0.1048,12.82993626,0,,,0.038889432,,0.311357481,0.842
KOI 523.01,0.2701,49.41117582,0,,,0.181934413,,0.66732205,1.066
KOI 523.02,0.2222,36.8568008,0,,,0.042448439,,0.322955324,1.066
KOI 575.01,0.1693,24.31575992,0,,,0.024250207,,0.248015414,1.031
KOI 577.01,0.2122,39.6769617,0,,,0.027636435,,0.26585825,0.888
KOI 421.01,0.0495,4.454194338,0,,,1,,1.089305111,0.915
KOI 422.01,1.6988,809.013179,0,,,1,,1.302526996,1.047
KOI 424.01,0.0258,1.575631547,0,,,1,,1.872605592,0.858
KOI 477.01,0.1229,16.54297375,0,,,0.019338605,,0.21589831,0.867
KOI 478.01,0.078,11.02347475,0,,,0.016099658,,0.188241915,0.5
KOI 479.01,0.2067,34.18890521,0,,,0.029140633,,0.272995384,0.918
KOI 480.01,0.0497,4.301662003,0,,,0.018648154,,0.21054546,0.865
KOI 524.01,0.052,4.592390839,0,,,0.021216541,,0.229280437,0.799
KOI 525.01,0.098,11.53026355,0,,,0.088435441,,0.450531598,1.152
KOI 85.01,0.069,5.859938722,0,,,0.020952994,,0.227496153,1.424
KOI 526.01,0.0331,2.104722184,0,,,0.02727421,,0.264073966,0.976
KOI 578.01,0.0685,6.412515037,0,,,0.055561569,,0.359533137,1.108
KOI 580.01,0.0682,6.521210666,0,,,0.021619794,,0.231956862,0.898
KOI 581.01,0.0719,6.996926554,0,,,0.033760238,,0.292622503,0.893
KOI 425.01,0.062,5.428344716,0,,,1,,1.291821295,0.965
KOI 426.01,0.1261,16.30139265,0,,,0.043023407,,0.324739607,1.138
KOI 427.01,0.1562,24.61482073,0,,,0.043313696,,0.325631749,0.856
KOI 427.02,0.2264,42.9495649,0,,,0.022455606,,0.237309713,0.856
KOI 427.03,0.4416,117.040498,0,,,0.027819595,,0.266750392,0.856
KOI 481.02,0.0246,1.554003928,0,,,0.012009192,,0.140958401,0.759
KOI 483.01,0.0544,4.798599388,0,,,0.020187066,,0.222143303,0.846
KOI 530.01,0.0955,10.94027841,0,,,0.016570274,,0.192702624,0.872
KOI 531.01,0.0399,3.687469456,0,,,0.113077807,,0.507628672,0.6
KOI 581.02,0.5594,151.86392,0,,,0.022032747,,0.234633288,0.893
KOI 582.01,0.0616,5.945041017,0,,,0.017568233,,0.201624042,0.787
KOI 92.01,0.3251,65.70460002,0,,,0.021216541,,0.229280437,0.971
KOI 429.01,0.0747,8.600104109,0,,,0.062895601,,0.381836681,0.805
KOI 430.01,0.0837,12.3764661,0,,,0.016099658,,0.188241915,0.48
KOI 430.02,0.0694,9.3405269,0,,,0.000935977,,0.063342066,0.48
KOI 484.01,0.1194,17.20523483,0,,,0.017883258,,0.204300467,0.693
KOI 486.01,0.145,22.18329658,0,,,0.015646687,,0.183781206,0.742
KOI 487.01,0.0723,7.65880414,0,,,0.017464874,,0.2007319,0.855
KOI 488.01,0.0788,9.37891944,0,,,0.015382979,,0.181104781,0.808
KOI 532.01,0.052,4.221625357,0,,,0.021484309,,0.231064721,0.987
KOI 533.01,0.1196,16.54964934,0,,,0.020565453,,0.224819728,0.916
KOI 85.02,0.0354,2.154909039,0,,,0.011493518,,0.133821267,1.424
KOI 533.02,0.0426,3.52468054,0,,,0.004412023,,0.098135596,0.916
KOI 583.01,0.0365,2.437033302,0,,,0.012207355,,0.143634826,0.984
KOI 584.03,0.0654,6.47027579,0,,,0.002076149,,0.079400618,0.813
KOI 585.01,0.0451,3.722156413,0,,,0.019338605,,0.21589831,0.811
KOI 432.01,0.0612,5.263415765,0,,,0.049855804,,0.344366726,1.025
KOI 433.01,0.0488,4.030468037,0,,,0.081717829,,0.433580904,0.899
KOI 433.02,0.9166,328.2399546,0,,,1,,1.055403723,0.899
KOI 490.02,1.881,1071.231935,0,,,0.956110769,,0.991169515,0.808
KOI 535.01,0.0647,5.85296257,0,,,0.039417223,,0.313141764,1.013
KOI 536.01,0.3719,81.1694299,0,,,0.036847938,,0.304220346,0.944
KOI 537.01,0.0397,2.820192408,0,,,0.016666598,,0.193594766,0.967
KOI 538.01,0.1508,21.21708973,0,,,0.021619794,,0.231956862,1.007
KOI 586.01,0.1232,15.77979614,0,,,0.016861507,,0.195379049,0.911
KOI 587.01,0.1027,14.03491514,0,,,0.018536257,,0.209653318,0.785
KOI 588.01,0.0756,10.35584657,0,,,0.009137375,,0.121331282,0.541
KOI 94.01,0.1596,22.34296959,0,,,0.460730097,,0.871622517,1.297
KOI 435.01,0.1426,20.54981883,0,,,0.033987962,,0.293514645,0.832
KOI 435.02,1.8164,934.0941846,0,,,0.213875997,,0.703899863,0.832
KOI 436.01,0.6632,199.8392001,0,,,1,,237.5041999,0.869
KOI 437.01,0.1084,15.84131179,0,,,1,,2.520300523,0.702
KOI 490.04,0.1402,21.8038763,0,,,0.009828326,,0.124007707,0.808
KOI 492.01,0.1892,29.91136794,0,,,0.056416967,,0.362209562,1.218
KOI 494.01,0.1353,25.69578251,0,,,0.012681493,,0.149879819,0.48
KOI 541.01,0.1086,13.64618192,0,,,0.016285734,,0.190026199,0.834
KOI 85.03,0.0858,8.13122484,0,,,0.01324626,,0.157016953,1.424
KOI 599.01,0.0683,6.45443377,0,,,0.019696433,,0.218574736,0.943
KOI 600.01,0.0468,3.595769645,0,,,0.018989247,,0.213221885,1.011
KOI 439.01,0.0294,1.902208556,0,,,0.051887196,,0.349719577,0.825
KOI 496.01,0.0258,1.616883696,0,,,0.020822784,,0.226604012,1.066
KOI 592.01,0.2249,39.7530284,0,,,0.024565958,,0.249799698,1.01
KOI 593.01,0.0927,9.99761851,0,,,0.020062935,,0.221251161,0.977
KOI 593.02,0.4024,90.4113556,0,,,0.035868134,,0.300651779,0.977
KOI 442.03,0.0724,7.02573474,0,,,0.008264895,,0.117762715,0.934
KOI 443.01,0.12,16.21775407,0,,,0.017159639,,0.198055475,0.797
KOI 444.01,0.1019,11.72292176,0,,,0.016285734,,0.190026199,0.937
KOI 499.01,0.0854,9.66857723,0,,,0.012820258,,0.151664102,0.836
KOI 547.01,0.1648,25.30292332,0,,,0.046945974,,0.33633745,0.821
KOI 548.01,0.1542,21.30022655,0,,,0.026565921,,0.260505399,1.115
KOI 593.03,0.2749,51.0672495,0,,,0.021894005,,0.233741146,0.977
KOI 596.01,0.0218,1.682696148,0,,,0.007251222,,0.113302006,0.47
KOI 94.02,0.096,10.42367777,0,,,0.043605864,,0.326523891,1.297
KOI 500.05,0.0163,0.986787059,0,,,0.003146633,,0.089214178,0.57
KOI 501.01,0.1628,24.796276,0,,,0.017672412,,0.202516184,0.9
KOI 503.01,0.0665,8.222419656,0,,,0.017777418,,0.203408325,0.56
KOI 550.01,0.107,13.02365861,0,,,0.017159639,,0.198055475,0.867
KOI 601.01,0.0611,5.404272197,0,,,0.022888576,,0.239986138,0.964
KOI 601.02,0.1021,11.67894845,0,,,0.065033028,,0.388081673,0.964
KOI 601.03,0.0225,1.208465026,0,,,0.011493518,,0.133821267,0.964
KOI 602.01,0.1053,12.91375431,0,,,0.023633219,,0.244446847,0.997
KOI 94.03,0.2885,54.31998605,0,,,0.117209806,,0.51655009,1.297
KOI 449.01,0.7863,252.0788453,0,,,1,,3.763946162,1.014
KOI 452.01,0.0469,3.705989551,0,,,0.019104771,,0.214114027,1.034
KOI 504.01,0.2244,40.6069821,0,,,0.016570274,,0.192702624,0.83
KOI 554.01,0.0476,3.65849447,0,,,0.338435058,,0.710144855,0.997
KOI 555.01,0.0438,3.70175428,0,,,0.011684873,,0.136497692,0.898
KOI 555.02,0.3576,86.4947807,0,,,0.026392171,,0.259613257,0.898
KOI 398.01,0.2623,51.84688575,0,,,0.325662732,,0.798466891,0.838
KOI 454.01,0.176,29.00790538,0,,,0.018425248,,0.208761176,0.797
KOI 506.01,0.0276,1.583160256,0,,,0.029530812,,0.274779668,1.012
KOI 507.01,0.1254,18.49235668,0,,,0.036354675,,0.302436063,0.838
KOI 82.04,0.0651,7.07136076,0,,,0.000463751,,0.051744223,0.755
KOI 557.01,0.1128,15.65562652,0,,,0.027454643,,0.264966108,0.837
KOI 558.01,0.0815,9.17858057,0,,,0.01831512,,0.207869034,0.795
KOI 560.01,0.154,23.67517607,0,,,0.024725675,,0.25069184,0.783
KOI 5.02,,7.05185637,,,,,,,
KOI 458.01,0.2704,53.71797107,0,,,0.242550079,,0.7324484,1.151
KOI 75.01,0.4817,105.8823928,0,,,0.656434627,,0.936748867,2.527
KOI 561.01,0.0547,5.378868441,0,,,0.013318756,,0.157909095,0.725
KOI 563.01,0.1231,15.28469497,0,,,0.013839186,,0.164154087,0.992
KOI 564.01,0.1484,21.05358596,0,,,0.018536257,,0.209653318,0.906
KOI 564.02,0.4942,127.9075774,0,,,0.117627204,,0.517442231,0.906
KOI 564.03,0.0658,6.2171292,0,,,0.006320868,,0.108841297,0.906
KOI 460.01,0.1299,17.58752333,0,,,0.059610996,,0.372023121,1.1
KOI 463.01,0.0916,18.47764449,0,,,0.011943753,,0.140066259,0.3
KOI 464.01,0.2918,58.3620495,0,,,0.152569496,,0.628067812,0.953
KOI 464.02,0.0593,5.350161983,0,,,0.022455606,,0.237309713,0.953
KOI 89.01,0.4731,84.6879808,0,,,0.086998512,,0.446963031,2.641
KOI 566.01,0.1735,25.85501786,0,,,0.019338605,,0.21589831,0.964
KOI 409.01,0.1124,13.24934059,0,,,0.019939791,,0.220359019,0.965
KOI 466.01,0.0892,9.391039791,0,,,0.328110626,,0.703899863,0.996
KOI 467.01,0.1333,18.00931444,0,,,0.090979224,,0.45677659,0.877
KOI 468.01,0.1418,22.18432708,0,,,0.034914972,,0.297083212,0.818
KOI 76.01,0.4174,77.4797188,0,,,0.243506583,,0.733340542,2.301
KOI 512.01,0.0689,6.5100253,0,,,0.026048606,,0.257828974,1.153
KOI 513.01,0.2237,35.1810304,0,,,0.055277931,,0.358640995,1.183
KOI 568.01,0.0429,3.383538066,0,,,0.008477835,,0.118654856,0.82
KOI 568.02,0.0337,2.358951515,0,,,0.001423394,,0.071371342,0.82
KOI 410.01,0.0725,7.216952132,0,,,1,,4.863064832,1.056
KOI 412.01,0.0502,4.147020258,0,,,0.267263584,,0.662861341,1.205
KOI 469.01,0.0957,10.32906697,0,,,0.096933074,,0.471050859,1.031
KOI 470.01,0.0484,3.750832285,0,,,0.077615684,,0.422875203,0.95
KOI 472.01,0.0501,4.243747226,0,,,0.03242715,,0.287269653,0.84
KOI 517.01,0.0384,2.752359753,0,,,0.043023407,,0.324739607,1.17
KOI 89.02,0.86,207.5827234,0,,,0.098485854,,0.535285067,2.641
KOI 414.02,0.0656,5.92240808,0,,,0.023331862,,0.242662564,1.077
KOI 415.01,0.5803,166.7878817,0,,,0.207250367,,0.696762729,1.074
KOI 473.01,0.1043,12.70637048,0,,,0.031358949,,0.282808944,0.85
KOI 474.03,0.4182,94.885768,0,,,0.047578602,,0.338121734,1.139
KOI 417.01,0.1396,19.1931064,0,,,1,,1.29449772,0.892
KOI 419.01,0.1458,20.13148001,0,,,1,,3.794278982,0.932
KOI 420.01,0.058,6.010384289,0,,,0.055277931,,0.358640995,0.738
KOI 476.01,0.1234,18.42794624,0,,,0.015825819,,0.18556549,0.775
KOI 726.01,0.061,5.115749727,0,,,1,,8.031952428,1.147
KOI 728.01,0.0764,7.189377947,0,,,1,,1.105363663,1.064
KOI 627.02,0.0533,4.1653651,0,,,0.005634853,,0.10527273,1.072
KOI 628.01,0.1086,14.48585199,0,,,0.016666598,,0.193594766,1.008
KOI 629.01,0.2327,40.6994443,0,,,0.035627365,,0.299759637,1.362
KOI 631.01,0.1241,15.4580567,0,,,0.359309707,,0.819878294,1.407
KOI 682.01,1.3457,562.1725914,0,,,0.828545434,,0.972434538,1.289
KOI 683.01,0.8507,278.1243619,0,,,0.107485702,,0.553127902,1.098
KOI 684.01,0.0509,4.034914596,0,,,0.283312485,,0.674459184,1.793
KOI 685.01,0.0469,3.173917103,0,,,0.027095129,,0.263181825,1.653
KOI 686.01,0.2594,52.51354659,0,,,1,,1.015257343,0.885
KOI 687.01,0.0501,4.178384927,0,,,0.012681493,,0.149879819,0.933
KOI 99.01,2.9456,2190.701035,0,,,0.030328552,,0.278348235,0.736
KOI 632.01,0.0706,7.2385854,0,,,0.010799122,,0.127576274,0.877
KOI 633.01,0.5755,161.4743937,0,,,0.079311701,,0.427335912,1.569
KOI 635.01,0.1334,16.71987223,0,,,0.018760946,,0.211437601,1.03
KOI 636.01,0.1226,12.01166083,0,,,1,,4.666793641,2.396
KOI 688.01,0.0442,3.275822621,0,,,0.016763673,,0.194486908,1.273
KOI 689.01,0.1149,15.87364565,0,,,0.012207355,,0.143634826,0.737
KOI 107.01,0.0778,7.256965224,0,,,0.036110568,,0.301543921,1.586
KOI 691.01,0.1831,29.66629667,0,,,0.023035182,,0.24087828,1.053
KOI 691.02,0.1224,16.2254649,0,,,0.005153397,,0.102596304,1.053
KOI 732.01,0.0232,1.260259094,0,,,0.044493724,,0.329200316,0.956
KOI 732.02,0.044,3.29534933,0,,,0.005634853,,0.10527273,0.956
KOI 732.03,0.06,5.25448795,0,,,0.00805538,,0.116870573,0.956
KOI 639.01,0.133,17.97979059,0,,,0.016763673,,0.194486908,0.989
KOI 640.01,0.1813,30.99660733,0,,,0.019338605,,0.21589831,0.918
KOI 694.01,0.1302,17.4211749,0,,,0.025376996,,0.254260407,0.871
KOI 734.01,0.1654,24.54350418,0,,,0.031358949,,0.282808944,0.91
KOI 112.01,0.2643,51.07926307,0,,,0.026048606,,0.257828974,1.073
KOI 734.02,0.3335,70.2777109,0,,,0.021216541,,0.229280437,0.91
KOI 100.01,0.106,9.96640145,0,,,1,,1.538052425,3.079
KOI 641.01,0.0988,14.85183719,0,,,0.017989941,,0.205192609,0.594
KOI 695.01,0.1761,29.90722674,0,,,0.019817626,,0.219466877,1.008
KOI 696.01,0.0768,7.03378571,0,,,0.011878609,,0.139174117,1.3
KOI 697.01,0.0415,3.032145588,0,,,0.038889432,,0.311357481,1.574
KOI 698.01,0.107,12.71871259,0,,,1,,7.855308356,1.596
KOI 735.01,0.1362,22.34220016,0,,,0.070056717,,0.402355942,0.707
KOI 645.01,0.0824,8.50340718,0,,,0.016763673,,0.194486908,1.549
KOI 645.02,0.1636,23.783247,0,,,0.019696433,,0.218574736,1.549
KOI 646.01,0.0437,3.041547722,0,,,1,,5.463476249,1.295
KOI 647.01,0.0592,5.16950177,0,,,0.012207355,,0.143634826,1.089
KOI 739.01,0.0187,1.287076762,0,,,0.010551077,,0.126684132,0.51
KOI 740.01,0.1205,17.671796,0,,,0.01831512,,0.207869034,0.696
KOI 649.01,0.1697,23.44971004,0,,,0.020693606,,0.22571187,1.432
KOI 102.01,0.0284,1.735136026,0,,,0.046632622,,0.335445309,1.231
KOI 650.01,0.0928,11.95475266,0,,,0.018097474,,0.206084751,0.787
KOI 652.01,0.1022,16.08066115,0,,,0.024565958,,0.249799698,0.506
KOI 704.01,0.1295,18.39628156,0,,,0.019576203,,0.217682594,0.884
KOI 706.01,0.1969,28.71421392,0,,,1,,39.926021,1.417
KOI 659.01,0.1734,23.20584623,0,,,0.023939314,,0.246231131,1.466
KOI 660.01,0.0617,6.07972888,0,,,0.031569534,,0.283701085,1.593
KOI 709.01,0.1449,21.38521506,0,,,0.017883258,,0.204300467,0.845
KOI 710.03,0.0545,3.88689525,0,,,0.004999083,,0.101704163,1.439
KOI 605.01,0.0311,2.628113746,0,,,0.0143047,,0.169506938,0.56
KOI 605.02,0.0482,5.06549681,0,,,0.000890697,,0.062449924,0.56
KOI 607.01,0.06,5.893991773,0,,,1,,382.3782111,0.755
KOI 662.01,0.0915,10.21420496,0,,,0.016666598,,0.193594766,1.187
KOI 103.01,0.1167,14.91094205,0,,,0.020822784,,0.226604012,0.857
KOI 711.03,0.4853,124.5244647,0,,,0.024250207,,0.248015414,1.052
KOI 610.01,0.0909,14.28226676,0,,,0.01240845,,0.146311252,0.47
KOI 611.01,0.044,3.251658987,0,,,0.995528914,,0.915337464,1.115
KOI 94.04,0.0485,3.743175556,0,,,0.011813753,,0.138281976,1.297
KOI 110.01,0.0945,9.940672466,0,,,0.024565958,,0.249799698,1.215
KOI 714.01,0.0484,4.182002531,0,,,0.021216541,,0.229280437,0.893
KOI 715.01,0.0274,1.621668504,0,,,1,,1.096442245,0.966
KOI 716.01,0.1743,26.89315686,0,,,0.10246272,,0.543314343,0.908
KOI 717.01,0.1205,14.70748976,0,,,0.013174204,,0.156124811,1.095
KOI 666.01,0.1602,22.24813967,0,,,0.023481953,,0.243554705,0.991
KOI 667.01,0.0519,4.305220328,0,,,1,,0.984032381,1
KOI 717.02,0.0187,0.900376476,0,,,0.000890697,,0.062449924,1.095
KOI 617.01,0.225,37.86512549,0,,,1,,5.161040186,0.963
KOI 618.01,0.0854,9.07097734,0,,,0.032645411,,0.288161794,0.929
KOI 670.01,0.0879,9.48961571,0,,,0.015296376,,0.180212639,1.204
KOI 111.01,0.0928,11.42754563,0,,,0.029530812,,0.274779668,1.361
KOI 620.02,0.5121,130.177466,0,,,0.751099019,,0.95816027,0.972
KOI 621.01,0.1165,17.76199932,0,,,1,,299.3251644,0.669
KOI 622.01,0.5173,155.0421275,0,,,0.111254763,,0.560265037,0.768
KOI 673.01,0.0557,4.41745855,0,,,0.015040364,,0.177536214,1.155
KOI 105.01,0.0797,8.981016833,0,,,0.084865821,,0.44161018,1.462
KOI 674.01,0.1321,16.33889626,0,,,0.878934289,,0.980463814,2.69
KOI 721.01,0.1211,13.72465129,0,,,0.028756167,,0.271211101,1.656
KOI 722.01,0.2698,46.4063358,0,,,0.020062935,,0.221251161,1.137
KOI 624.03,0.0231,1.31184443,0,,,0.009594494,,0.123115565,0.855
KOI 625.01,0.2514,38.13853084,0,,,1,,20.03125934,2.343
KOI 626.01,0.119,14.58649607,0,,,0.015558127,,0.182889065,1.014
KOI 626.02,0.0799,8.02918943,0,,,0.001838225,,0.076724193,1.014
KOI 627.01,0.0807,7.75192492,0,,,0.016666598,,0.193594766,1.072
KOI 4066.01,0.5548,126.557522,0,,,0.0697371,,0.4014638,1.854
KOI 4136.01,0.0346,2.41749255,0,,,0.000847046,,0.061557783,0.853
KOI 4136.02,0.0487,4.03358484,0,,,0.001081987,,0.066018492,0.853
KOI 2220.04,0.0733,7.66464553,0,,,0.003496951,,0.091890603,0.9
KOI 4067.01,0.0941,9.6886646,0,,,0.031569534,,0.283701085,1.222
KOI 4068.01,0.1366,19.5974971,0,,,0.036600463,,0.303328205,1.019
KOI 4069.01,0.0938,13.06242496,0,,,0.010799122,,0.127576274,0.655
KOI 4139.01,0.0486,3.74032496,0,,,0.008914059,,0.12043914,1.031
KOI 4072.01,0.0152,0.692979676,0,,,0.001553051,,0.073155626,1.024
KOI 4144.01,0.0198,0.975309246,0,,,0.004847813,,0.100812021,1.022
KOI 2298.02,0.1596,31.80634,0,,,0.001031583,,0.06512635,0.525
KOI 4145.01,0.0418,3.25428479,0,,,0.001487182,,0.072263484,0.878
KOI 4146.01,0.0419,3.50470358,0,,,0.001361645,,0.0704792,0.854
KOI 4076.01,0.4786,124.828679,0,,,0.018097474,,0.206084751,0.847
KOI 2220.05,0.0984,11.9294568,0,,,0.003744218,,0.093674887,0.9
KOI 4149.01,0.0953,9.54698999,0,,,0.012207355,,0.143634826,1.259
KOI 4149.02,0.1271,14.7087355,0,,,0.012274051,,0.144526968,1.259
KOI 4150.01,0.2092,31.3351397,0,,,0.015040364,,0.177536214,1.171
KOI 4084.01,0.6961,214.886545,0,,,0.023182941,,0.241770422,0.876
KOI 4156.01,0.0571,4.85026423,0,,,0.001423394,,0.071371342,0.973
KOI 4157.01,0.0523,3.82316376,0,,,0.003619194,,0.092782745,1.491
KOI 255.02,0.0903,13.603082,0,,,0.000804986,,0.060665641,0.51
KOI 2243.02,0.0837,8.45808312,0,,,0.012612683,,0.148987677,1.022
KOI 4166.01,0.0919,9.84261195,0,,,0.020062935,,0.221251161,0.974
KOI 4021.01,0.0841,7.23532906,0,,,0.015470226,,0.181996923,1.937
KOI 4091.01,0.7333,225.582809,0,,,0.022313539,,0.236417571,0.959
KOI 4092.01,0.1766,24.4973698,0,,,0.021084244,,0.228388295,1.144
KOI 4152.01,0.3512,64.1835539,0,,,1,,13.12340556,1.571
KOI 4153.01,0.0516,4.626027246,0,,,0.012140985,,0.142742684,0.797
KOI 2303.02,0.0928,8.93490815,0,,,0.011943753,,0.140066259,1.319
KOI 4021.02,0.0651,4.93209467,0,,,0.01234108,,0.14541911,1.937
KOI 4024.01,0.0781,8.40691199,0,,,0.016474694,,0.191810482,1.533
KOI 2250.02,0.0133,0.626281378,0,,,0.012890228,,0.152556244,0.823
KOI 4097.01,0.0335,2.790649339,0,,,0.002336069,,0.082077044,0.62
KOI 4159.01,0.0187,0.971915428,0,,,0.000890697,,0.062449924,0.822
KOI 4160.01,0.0397,3.03195744,0,,,0.002246906,,0.081184902,0.993
KOI 2357.02,0.1224,15.9042292,0,,,0.016285734,,0.190026199,0.879
KOI 2193.02,0.0436,4.16288745,0,,,0.008264895,,0.117762715,0.651
KOI 4097.02,0.0457,4.44905545,0,,,0.000521316,,0.053528507,0.62
KOI 4098.01,0.0222,1.121732561,0,,,0.018874641,,0.212329743,2.571
KOI 4099.01,0.0524,4.95062352,0,,,0.010065691,,0.124899849,0.725
KOI 4169.01,0.0194,1.005207007,0,,,0.002076149,,0.079400618,0.864
KOI 4032.01,0.0466,3.95116882,0,,,0.002619273,,0.084753469,1.19
KOI 4032.02,0.0379,2.89223021,0,,,0.001621046,,0.074047768,1.19
KOI 4103.01,0.568,184.771853,0,,,0.016666598,,0.193594766,0.677
KOI 2257.02,0.2892,59.2841571,0,,,0.013465098,,0.159693378,0.834
KOI 4034.01,0.0804,6.96710269,0,,,0.017159639,,0.198055475,1.397
KOI 4035.01,0.0837,8.8110622,0,,,1,,5.601758225,1
KOI 4036.01,0.54,168.811174,0,,,0.013763397,,0.163261945,0.761
KOI 4037.01,0.746,215.959931,0,,,0.030736235,,0.280132518,1.344
KOI 4109.01,0.0145,0.655937713,0,,,0.011684873,,0.136497692,1.755
KOI 435.06,0.0878,9.91935684,0,,,0.007058564,,0.112409864,0.832
KOI 2263.02,0.0905,9.478522,0,,,0.010799122,,0.127576274,1.083
KOI 4116.01,0.0147,0.783258387,0,,,0.007447214,,0.114194148,0.715
KOI 4117.01,0.0489,4.24261881,0,,,0.004554309,,0.099027737,0.78
KOI 4051.01,0.5634,163.692349,0,,,0.023182941,,0.241770422,0.796
KOI 4120.01,0.4636,110.458419,0,,,0.013839186,,0.164154087,1.031
KOI 4121.01,0.6259,198.088774,0,,,0.023633219,,0.244446847,0.764
KOI 4123.01,0.2464,44.623031,0,,,0.012612683,,0.148987677,1.239
KOI 4124.01,0.0327,2.43142974,0,,,0.005471258,,0.104380588,0.965
KOI 4053.01,0.0253,1.419749146,0,,,0.00169121,,0.074939909,1.052
KOI 4054.01,0.5689,169.133455,0,,,0.015040364,,0.177536214,0.779
KOI 4056.01,0.0463,3.9513822,0,,,1,,5.789107998,0.899
KOI 4126.01,0.081,8.10501635,0,,,0.011813753,,0.138281976,1.009
KOI 4127.01,0.082,8.82713457,0,,,0.015646687,,0.183781206,1.01
KOI 4060.01,0.7089,225.262123,0,,,0.014789883,,0.174859789,0.892
KOI 4129.01,0.0322,2.31482215,0,,,0.001031583,,0.06512635,0.923
KOI 4341.01,0.0973,10.7782947,0,,,0.007646558,,0.115086289,1.268
KOI 4343.01,0.1724,27.2111385,0,,,0.007646558,,0.115086289,1.305
KOI 4345.01,0.0484,4.32709859,0,,,1,,4.086009344,1.455
KOI 2859.04,0.0351,2.90513091,0,,,0.00043678,,0.050852081,0.721
KOI 4409.01,0.1176,14.2652558,0,,,0.003035391,,0.088322036,1.236
KOI 4410.01,0.0581,5.04405401,0,,,0.011943753,,0.140066259,0.951
KOI 4411.01,0.1008,11.17931605,0,,,0.002821664,,0.086537752,1.031
KOI 4205.01,0.0216,1.166960278,0,,,0.002160282,,0.08029276,0.889
